experiment_id,image,click,movement
16345,/souvenirs_oc/1_colour.jpeg,"(187,105)","[(187,105)]"
16346,/souvenirs_no/1_colour.jpeg,"(186,111)","[(186,111)]"
16347,/mugs_oc/2_colour.jpeg,"(179,106)","[(179,106)]"
16348,/tech_oc/2_colour.jpeg,"(180,124)","[(180,124)]"
16349,/wash_no/3_colour.jpeg,"(133,136)","[(133,136)]"
16350,/head_gear_no/4_colour.jpeg,"(158,119)","[(158,119)]"
16351,/mugs_oc2/1_colour.jpeg,"(172,134)","[(172,134)]"
16352,/statues_no/3_colour.jpeg,"(170,117)","[(170,117)]"
16353,/food_no/1_colour.jpeg,"(163,133)","[(163,133)]"
16354,/statues_no/3_colour.jpeg,"(153,104)","[(153,104)]"
16355,/shooters_oc/3_colour.jpeg,"(163,148)","[(163,148)]"
16356,/head_gear_oc/2_colour.jpeg,"(159,142)","[(159,142)]"
16357,/vr_no/2_colour.jpeg,"(164,124)","[(164,124)]"
16358,/tech_no/3_colour.jpeg,"(192,154)","[(192,154)]"
16359,/statues_oc/1_colour.jpeg,"(160,113)","[(160,113)]"
16360,/souvenirs_no/2_colour.jpeg,"(184,104)","[(184,104)]"
16361,/reading_oc/2_colour.jpeg,"(227,130)","[(227,130)]"
16362,/footwear_no/1_colour.jpeg,"(199,115)","[(199,115)]"
16363,/mugs_no/3_colour.jpeg,"(221,108)","[(221,108)]"
16364,/reading_oc/2_colour.jpeg,"(221,134)","[(221,134)]"
16365,/head_gear_oc/2_colour.jpeg,"(109,124)","[(109,124)]"
16366,/statues_oc/1_colour.jpeg,"(161,120)","[(161,120)]"
16367,/mugs_oc2/1_colour.jpeg,"(167,104)","[(167,104)]"
16368,/shooters_oc/1_colour.jpeg,"(175,125)","[(175,125)]"
16369,/wash_no/1_colour.jpeg,"(166,131)","[(166,131)]"
16370,/reading_oc/1_colour.jpeg,"(182,123)","[(182,123)]"
16371,/shooters_oc/1_colour.jpeg,"(163,137)","[(163,137)]"
16372,/mugs_no/3_colour.jpeg,"(178,127)","[(178,127)]"
16373,/souvenirs_no/2_colour.jpeg,"(170,104)","[(170,104)]"
16374,/mugs_no/1_colour.jpeg,"(171,129)","[(171,129)]"
16375,/statues_oc/3_colour.jpeg,"(140,128)","[(140,128)]"
16376,/statues_oc/3_colour.jpeg,"(142,140)","[(142,140)]"
16377,/mugs_oc/1_colour.jpeg,"(166,121)","[(166,121)]"
16378,/shooters_oc/2_colour.jpeg,"(159,141)","[(159,141)]"
16379,/footwear_oc/3_colour.jpeg,"(180,106)","[(180,106)]"
16380,/head_gear_oc/3_colour.jpeg,"(168,118)","[(168,118)]"
16381,/head_gear_oc/3_colour.jpeg,"(227,135)","[(227,135)]"
16382,/mugs_oc2/3_colour.jpeg,"(166,102)","[(166,102)]"
16383,/footwear_oc/3_colour.jpeg,"(136,116)","[(136,116)]"
16384,/souvenirs_oc/3_colour.jpeg,"(128,112)","[(128,112)]"
16385,/souvenirs_oc/3_colour.jpeg,"(160,113)","[(160,113)]"
16386,/shooters_oc/2_colour.jpeg,"(168,135)","[(168,135)]"
16387,/mugs_oc2/3_colour.jpeg,"(196,141)","[(196,141)]"
16388,/head_gear_no/1_colour.jpeg,"(153,123)","[(153,123)]"
16389,/mugs_oc/1_colour.jpeg,"(188,128)","[(188,128)]"
16390,/lp_book_no/2_colour.jpeg,"(169,95)","[(169,95)]"
16391,/mugs_no/2_colour.jpeg,"(171,144)","[(171,144)]"
16392,/statues_no/5_colour.jpeg,"(72,130)","[(72,130)]"
16393,/statues_no/5_colour.jpeg,"(205,125)","[(205,125)]"
16394,/academic_book_no/2_colour.jpeg,"(230,162)","[(230,162)]"
16395,/footwear_no/2_colour.jpeg,"(240,148)","[(240,148)]"
16396,/souvenirs_no/3_colour.jpeg,"(161,99)","[(161,99)]"
16397,/mugs_oc2/2_colour.jpeg,"(179,111)","[(179,111)]"
16398,/wash_oc/1_colour.jpeg,"(169,120)","[(169,120)]"
16399,/academic_book_oc/3_colour.jpeg,"(210,116)","[(210,116)]"
16400,/wash_no/1_colour.jpeg,"(161,135)","[(161,135)]"
16401,/mugs_oc/2_colour.jpeg,"(146,99)","[(146,99)]"
16402,/lp_book_oc/1_colour.jpeg,"(180,114)","[(180,114)]"
16403,/head_gear_no/2_colour.jpeg,"(166,135)","[(166,135)]"
16404,/lp_book_oc/3_colour.jpeg,"(246,114)","[(246,114)]"
16405,/academic_book_no/1_colour.jpeg,"(167,120)","[(167,120)]"
16406,/shooters_no/2_colour.jpeg,"(194,141)","[(194,141)]"
16407,/food_no/1_colour.jpeg,"(126,125)","[(126,125)]"
16408,/mugs_no/4_colour.jpeg,"(117,119)","[(117,119)]"
16409,/statues_no/2_colour.jpeg,"(161,121)","[(161,121)]"
16410,/vr_oc/1_colour.jpeg,"(170,130)","[(170,130)]"
16411,/shooters_oc/3_colour.jpeg,"(171,143)","[(171,143)]"
16412,/lp_book_oc/2_colour.jpeg,"(207,125)","[(207,125)]"
16413,/food_no/2_colour.jpeg,"(244,66)","[(244,66)]"
16414,/head_gear_oc/1_colour.jpeg,"(247,119)","[(247,119)]"
16415,/mugs_no/5_colour.jpeg,"(151,100)","[(151,100)]"
16416,/souvenirs_no/4_colour.jpeg,"(68,118)","[(68,118)]"
16417,/footwear_oc/1_colour.jpeg,"(180,45)","[(180,45)]"
16418,/tech_no/4_colour.jpeg,"(88,121)","[(88,121)]"
16419,/head_gear_no/3_colour.jpeg,"(42,117)","[(42,117)]"
16420,/food_oc/2_colour.jpeg,"(271,35)","[(271,35)]"
16421,/academic_book_oc/2_colour.jpeg,"(194,120)","[(194,120)]"
16422,/food_oc/3_colour.jpeg,"(204,83)","[(204,83)]"
16423,/head_gear_no/4_colour.jpeg,"(38,117)","[(38,117)]"
16424,/lp_book_no/1_colour.jpeg,"(168,105)","[(168,105)]"
16425,/reading_no/2_colour.jpeg,"(241,31)","[(241,31)]"
16426,/wash_no/3_colour.jpeg,"(161,139)","[(161,139)]"
16427,/tech_no/1_colour.jpeg,"(237,48)","[(237,48)]"
16428,/mugs_oc/3_colour.jpeg,"(193,145)","[(193,145)]"
16429,/souvenirs_oc/2_colour.jpeg,"(143,100)","[(143,100)]"
16430,/vr_no/1_colour.jpeg,"(244,45)","[(244,45)]"
16431,/vr_no/2_colour.jpeg,"(255,33)","[(255,33)]"
16432,/reading_oc/1_colour.jpeg,"(233,56)","[(233,56)]"
16433,/footwear_oc/2_colour.jpeg,"(160,135)","[(160,135)]"
16434,/tech_oc/3_colour.jpeg,"(144,143)","[(144,143)]"
16435,/food_no/3_colour.jpeg,"(246,111)","[(246,111)]"
16436,/vr_no/3_colour.jpeg,"(178,131)","[(178,131)]"
16437,/food_no/4_colour.jpeg,"(123,130)","[(123,130)]"
16438,/statues_no/1_colour.jpeg,"(156,106)","[(156,106)]"
16439,/wash_no/2_colour.jpeg,"(168,133)","[(168,133)]"
16440,/food_oc/1_colour.jpeg,"(145,123)","[(145,123)]"
16441,/tech_oc/1_colour.jpeg,"(181,141)","[(181,141)]"
16442,/statues_no/4_colour.jpeg,"(155,95)","[(155,95)]"
16443,/wash_oc/3_colour.jpeg,"(184,125)","[(184,125)]"
16444,/lp_book_no/3_colour.jpeg,"(163,102)","[(163,102)]"
16445,/vr_oc/3_colour.jpeg,"(177,109)","[(177,109)]"
16446,/tech_no/2_colour.jpeg,"(259,138)","[(259,138)]"
16447,/shooters_no/3_colour.jpeg,"(196,145)","[(196,145)]"
16448,/souvenirs_no/1_colour.jpeg,"(166,120)","[(166,120)]"
16449,/vr_oc/2_colour.jpeg,"(170,109)","[(170,109)]"
16450,/wash_oc/2_colour.jpeg,"(181,133)","[(181,133)]"
16451,/tech_oc/2_colour.jpeg,"(218,129)","[(218,129)]"
16452,/tech_no/3_colour.jpeg,"(179,139)","[(179,139)]"
16453,/shooters_no/1_colour.jpeg,"(158,125)","[(158,125)]"
16454,/souvenirs_oc/1_colour.jpeg,"(173,115)","[(173,115)]"
16455,/footwear_no/3_colour.jpeg,"(166,123)","[(166,123)]"
16456,/academic_book_oc/1_colour.jpeg,"(196,107)","[(196,107)]"
16457,/statues_oc/2_colour.jpeg,"(120,106)","[(120,106)]"
16458,/academic_book_no/3_colour.jpeg,"(162,106)","[(162,106)]"
16459,/mugs_no/1_colour.jpeg,"(164,122)","[(164,122)]"
16460,/reading_no/1_colour.jpeg,"(174,128)","[(174,128)]"
16461,/footwear_no/1_colour.jpeg,"(163,116)","[(163,116)]"
16462,/academic_book_no/1_colour.jpeg,"(163,96)","[(163,96)]"
16463,/lp_book_oc/2_colour.jpeg,"(156,93)","[(156,93)]"
16464,/head_gear_no/1_colour.jpeg,"(151,122)","[(151,122)]"
16465,/food_no/2_colour.jpeg,"(252,108)","[(252,108)]"
16466,/souvenirs_no/4_colour.jpeg,"(172,122)","[(172,122)]"
16467,/lp_book_no/1_colour.jpeg,"(164,100)","[(164,100)]"
16468,/statues_no/3_colour.jpeg,"(153,112)","[(153,112)]"
16469,/tech_no/2_colour.jpeg,"(274,132)","[(274,132)]"
16470,/souvenirs_oc/2_colour.jpeg,"(206,134)","[(206,134)]"
16471,/food_oc/1_colour.jpeg,"(226,66)","[(226,66)]"
16472,/shooters_no/3_colour.jpeg,"(154,135)","[(154,135)]"
16473,/academic_book_oc/3_colour.jpeg,"(115,92)","[(115,92)]"
16474,/shooters_oc/1_colour.jpeg,"(193,63)","[(193,63)]"
16475,/footwear_no/3_colour.jpeg,"(254,112)","[(254,112)]"
16476,/head_gear_no/4_colour.jpeg,"(174,111)","[(174,111)]"
16477,/mugs_oc/2_colour.jpeg,"(135,130)","[(135,130)]"
16478,/mugs_no/4_colour.jpeg,"(178,121)","[(178,121)]"
16479,/statues_no/2_colour.jpeg,"(150,102)","[(150,102)]"
16480,/food_no/3_colour.jpeg,"(41,102)","[(41,102)]"
16481,/lp_book_oc/3_colour.jpeg,"(153,79)","[(153,79)]"
16482,/mugs_no/1_colour.jpeg,"(156,124)","[(156,124)]"
16483,/statues_no/1_colour.jpeg,"(39,68)","[(39,68)]"
16484,/shooters_no/1_colour.jpeg,"(229,86)","[(229,86)]"
16485,/shooters_oc/3_colour.jpeg,"(254,80)","[(254,80)]"
16486,/vr_no/3_colour.jpeg,"(166,123)","[(166,123)]"
16487,/wash_no/2_colour.jpeg,"(204,106)","[(204,106)]"
16488,/footwear_no/2_colour.jpeg,"(158,108)","[(158,108)]"
16489,/wash_no/3_colour.jpeg,"(214,126)","[(214,126)]"
16490,/reading_oc/1_colour.jpeg,"(40,50)","[(40,50)]"
16491,/academic_book_oc/2_colour.jpeg,"(120,92)","[(120,92)]"
16492,/tech_no/3_colour.jpeg,"(73,122)","[(73,122)]"
16493,/mugs_no/3_colour.jpeg,"(237,98)","[(237,98)]"
16494,/tech_oc/2_colour.jpeg,"(51,61)","[(51,61)]"
16495,/mugs_no/2_colour.jpeg,"(234,99)","[(234,99)]"
16496,/head_gear_oc/1_colour.jpeg,"(51,54)","[(51,54)]"
16497,/wash_oc/3_colour.jpeg,"(40,37)","[(40,37)]"
16498,/mugs_oc/1_colour.jpeg,"(44,50)","[(44,50)]"
16499,/mugs_oc/3_colour.jpeg,"(43,54)","[(43,54)]"
16500,/vr_oc/3_colour.jpeg,"(54,57)","[(54,57)]"
16501,/souvenirs_no/3_colour.jpeg,"(161,103)","[(161,103)]"
16502,/reading_no/2_colour.jpeg,"(250,93)","[(250,93)]"
16503,/academic_book_no/3_colour.jpeg,"(97,110)","[(97,110)]"
16504,/footwear_oc/1_colour.jpeg,"(157,121)","[(157,121)]"
16505,/food_oc/3_colour.jpeg,"(214,129)","[(214,129)]"
16506,/head_gear_no/3_colour.jpeg,"(161,121)","[(161,121)]"
16507,/vr_no/2_colour.jpeg,"(245,136)","[(245,136)]"
16508,/statues_oc/1_colour.jpeg,"(160,119)","[(160,119)]"
16509,/shooters_oc/2_colour.jpeg,"(159,128)","[(159,128)]"
16510,/statues_no/4_colour.jpeg,"(144,103)","[(144,103)]"
16511,/souvenirs_no/1_colour.jpeg,"(159,107)","[(159,107)]"
16512,/tech_oc/1_colour.jpeg,"(175,149)","[(175,149)]"
16513,/academic_book_oc/1_colour.jpeg,"(206,122)","[(206,122)]"
16514,/souvenirs_oc/1_colour.jpeg,"(72,75)","[(72,75)]"
16515,/lp_book_no/3_colour.jpeg,"(148,90)","[(148,90)]"
16516,/mugs_oc2/3_colour.jpeg,"(211,110)","[(211,110)]"
16517,/head_gear_oc/2_colour.jpeg,"(106,141)","[(106,141)]"
16518,/tech_no/1_colour.jpeg,"(188,138)","[(188,138)]"
16519,/footwear_oc/2_colour.jpeg,"(156,138)","[(156,138)]"
16520,/vr_no/1_colour.jpeg,"(174,102)","[(174,102)]"
16521,/head_gear_no/2_colour.jpeg,"(154,116)","[(154,116)]"
16522,/academic_book_no/2_colour.jpeg,"(239,138)","[(239,138)]"
16523,/reading_no/1_colour.jpeg,"(179,141)","[(179,141)]"
16524,/head_gear_oc/3_colour.jpeg,"(176,122)","[(176,122)]"
16525,/vr_oc/2_colour.jpeg,"(220,134)","[(220,134)]"
16526,/wash_no/1_colour.jpeg,"(170,138)","[(170,138)]"
16527,/shooters_no/2_colour.jpeg,"(148,130)","[(148,130)]"
16528,/food_no/4_colour.jpeg,"(139,137)","[(139,137)]"
16529,/food_no/4_colour.jpeg,"(142,138)","[(142,138)]"
16530,/statues_oc/3_colour.jpeg,"(116,115)","[(116,115)]"
16531,/souvenirs_oc/3_colour.jpeg,"(134,122)","[(134,122)]"
16532,/statues_oc/2_colour.jpeg,"(296,93)","[(296,93)]"
16533,/footwear_no/1_colour.jpeg,"(294,97)","[(294,97)]"
16534,/shooters_no/2_colour.jpeg,"(196,133)","[(196,133)]"
16535,/lp_book_no/2_colour.jpeg,"(165,102)","[(165,102)]"
16536,/wash_oc/2_colour.jpeg,"(269,94)","[(269,94)]"
16537,/wash_no/1_colour.jpeg,"(168,132)","[(168,132)]"
16538,/reading_oc/2_colour.jpeg,"(233,138)","[(233,138)]"
16539,/wash_oc/1_colour.jpeg,"(155,141)","[(155,141)]"
16540,/wash_oc/2_colour.jpeg,"(190,135)","[(190,135)]"
16541,/tech_no/4_colour.jpeg,"(192,138)","[(192,138)]"
16542,/food_no/1_colour.jpeg,"(161,133)","[(161,133)]"
16543,/statues_oc/3_colour.jpeg,"(171,118)","[(171,118)]"
16544,/mugs_no/5_colour.jpeg,"(177,144)","[(177,144)]"
16545,/mugs_oc2/1_colour.jpeg,"(153,105)","[(153,105)]"
16546,/vr_oc/1_colour.jpeg,"(192,126)","[(192,126)]"
16547,/mugs_oc2/2_colour.jpeg,"(204,121)","[(204,121)]"
16548,/souvenirs_no/2_colour.jpeg,"(170,105)","[(170,105)]"
16549,/lp_book_oc/1_colour.jpeg,"(112,125)","[(112,125)]"
16550,/food_oc/2_colour.jpeg,"(87,135)","[(87,135)]"
16551,/footwear_oc/3_colour.jpeg,"(153,138)","[(153,138)]"
16552,/tech_oc/3_colour.jpeg,"(192,151)","[(192,151)]"
16553,/mugs_no/5_colour.jpeg,"(157,106)","[(157,106)]"
16554,/footwear_no/2_colour.jpeg,"(164,114)","[(164,114)]"
16555,/shooters_no/1_colour.jpeg,"(129,136)","[(129,136)]"
16556,/footwear_no/1_colour.jpeg,"(34,22)","[(34,22)]"
16557,/reading_no/2_colour.jpeg,"(176,134)","[(176,134)]"
16558,/academic_book_oc/2_colour.jpeg,"(138,107)","[(138,107)]"
16559,/statues_oc/2_colour.jpeg,"(123,105)","[(123,105)]"
16560,/vr_no/1_colour.jpeg,"(130,128)","[(130,128)]"
16561,/statues_no/3_colour.jpeg,"(157,108)","[(157,108)]"
16562,/tech_oc/3_colour.jpeg,"(143,139)","[(143,139)]"
16563,/food_oc/3_colour.jpeg,"(214,112)","[(214,112)]"
16564,/reading_oc/2_colour.jpeg,"(199,132)","[(199,132)]"
16565,/academic_book_no/2_colour.jpeg,"(173,100)","[(173,100)]"
16566,/reading_no/1_colour.jpeg,"(165,117)","[(165,117)]"
16567,/tech_no/1_colour.jpeg,"(180,127)","[(180,127)]"
16568,/mugs_oc/1_colour.jpeg,"(173,136)","[(173,136)]"
16569,/academic_book_no/3_colour.jpeg,"(161,101)","[(161,101)]"
16570,/souvenirs_oc/2_colour.jpeg,"(203,140)","[(203,140)]"
16571,/lp_book_oc/2_colour.jpeg,"(211,124)","[(211,124)]"
16572,/shooters_oc/3_colour.jpeg,"(165,140)","[(165,140)]"
16573,/academic_book_no/1_colour.jpeg,"(164,96)","[(164,96)]"
16574,/shooters_oc/2_colour.jpeg,"(152,125)","[(152,125)]"
16575,/mugs_no/1_colour.jpeg,"(135,127)","[(135,127)]"
16576,/lp_book_no/1_colour.jpeg,"(170,96)","[(170,96)]"
16577,/lp_book_no/3_colour.jpeg,"(234,140)","[(234,140)]"
16578,/head_gear_no/4_colour.jpeg,"(161,123)","[(161,123)]"
16579,/food_no/3_colour.jpeg,"(250,114)","[(250,114)]"
16580,/souvenirs_no/1_colour.jpeg,"(181,98)","[(181,98)]"
16581,/tech_no/4_colour.jpeg,"(182,133)","[(182,133)]"
16582,/statues_no/1_colour.jpeg,"(159,107)","[(159,107)]"
16583,/vr_oc/1_colour.jpeg,"(195,115)","[(195,115)]"
16584,/food_oc/2_colour.jpeg,"(156,121)","[(156,121)]"
16585,/head_gear_no/1_colour.jpeg,"(171,111)","[(171,111)]"
16586,/footwear_oc/3_colour.jpeg,"(165,95)","[(165,95)]"
16587,/shooters_no/3_colour.jpeg,"(164,131)","[(164,131)]"
16588,/head_gear_no/3_colour.jpeg,"(164,109)","[(164,109)]"
16589,/mugs_no/2_colour.jpeg,"(166,122)","[(166,122)]"
16590,/food_oc/1_colour.jpeg,"(158,117)","[(158,117)]"
16591,/head_gear_oc/3_colour.jpeg,"(169,107)","[(169,107)]"
16592,/vr_no/3_colour.jpeg,"(181,116)","[(181,116)]"
16593,/wash_oc/3_colour.jpeg,"(179,110)","[(179,110)]"
16594,/statues_no/2_colour.jpeg,"(239,109)","[(239,109)]"
16595,/mugs_no/4_colour.jpeg,"(166,123)","[(166,123)]"
16596,/footwear_oc/2_colour.jpeg,"(161,131)","[(161,131)]"
16597,/food_no/1_colour.jpeg,"(152,135)","[(152,135)]"
16598,/souvenirs_oc/1_colour.jpeg,"(181,111)","[(181,111)]"
16599,/statues_oc/1_colour.jpeg,"(176,136)","[(176,136)]"
16600,/mugs_oc2/1_colour.jpeg,"(176,119)","[(176,119)]"
16601,/vr_no/2_colour.jpeg,"(164,138)","[(164,138)]"
16602,/wash_oc/1_colour.jpeg,"(174,136)","[(174,136)]"
16603,/footwear_no/3_colour.jpeg,"(178,132)","[(178,132)]"
16604,/vr_oc/3_colour.jpeg,"(172,138)","[(172,138)]"
16605,/tech_oc/2_colour.jpeg,"(218,116)","[(218,116)]"
16606,/mugs_oc/2_colour.jpeg,"(162,144)","[(162,144)]"
16607,/vr_oc/2_colour.jpeg,"(248,131)","[(248,131)]"
16608,/tech_oc/1_colour.jpeg,"(188,148)","[(188,148)]"
16609,/vr_oc/2_colour.jpeg,"(142,122)","[(142,122)]"
16610,/statues_no/4_colour.jpeg,"(156,113)","[(156,113)]"
16611,/souvenirs_no/2_colour.jpeg,"(164,117)","[(164,117)]"
16612,/lp_book_oc/3_colour.jpeg,"(161,124)","[(161,124)]"
16613,/tech_no/2_colour.jpeg,"(176,139)","[(176,139)]"
16614,/lp_book_no/2_colour.jpeg,"(177,117)","[(177,117)]"
16615,/academic_book_oc/1_colour.jpeg,"(210,104)","[(210,104)]"
16616,/mugs_oc/3_colour.jpeg,"(192,130)","[(192,130)]"
16617,/food_no/2_colour.jpeg,"(146,135)","[(146,135)]"
16618,/head_gear_no/2_colour.jpeg,"(86,64)","[(86,64)]"
16619,/souvenirs_oc/3_colour.jpeg,"(143,113)","[(143,113)]"
16620,/souvenirs_no/4_colour.jpeg,"(75,112)","[(75,112)]"
16621,/shooters_oc/1_colour.jpeg,"(128,138)","[(128,138)]"
16622,/footwear_oc/1_colour.jpeg,"(107,115)","[(107,115)]"
16623,/statues_no/5_colour.jpeg,"(101,35)","[(101,35)]"
16624,/lp_book_oc/1_colour.jpeg,"(109,95)","[(109,95)]"
16625,/reading_oc/1_colour.jpeg,"(216,135)","[(216,135)]"
16626,/mugs_oc2/3_colour.jpeg,"(61,121)","[(61,121)]"
16627,/mugs_no/3_colour.jpeg,"(30,126)","[(30,126)]"
16628,/souvenirs_no/3_colour.jpeg,"(153,109)","[(153,109)]"
16629,/head_gear_oc/1_colour.jpeg,"(214,87)","[(214,87)]"
16630,/head_gear_oc/2_colour.jpeg,"(103,138)","[(103,138)]"
16631,/mugs_oc2/2_colour.jpeg,"(185,114)","[(185,114)]"
16632,/wash_no/2_colour.jpeg,"(216,119)","[(216,119)]"
16633,/tech_no/3_colour.jpeg,"(80,122)","[(80,122)]"
16634,/academic_book_oc/3_colour.jpeg,"(220,121)","[(220,121)]"
16635,/wash_no/3_colour.jpeg,"(161,128)","[(161,128)]"
16636,/lp_book_oc/2_colour.jpeg,"(156,80)","[(156,80)]"
16637,/souvenirs_oc/3_colour.jpeg,"(127,118)","[(127,118)]"
16638,/shooters_no/2_colour.jpeg,"(152,128)","[(152,128)]"
16639,/head_gear_oc/1_colour.jpeg,"(271,37)","[(271,37)]"
16640,/mugs_oc/1_colour.jpeg,"(188,125)","[(188,125)]"
16641,/statues_oc/3_colour.jpeg,"(155,112)","[(155,112)]"
16642,/vr_oc/3_colour.jpeg,"(168,120)","[(168,120)]"
16643,/academic_book_no/3_colour.jpeg,"(157,99)","[(157,99)]"
16644,/mugs_no/1_colour.jpeg,"(116,130)","[(116,130)]"
16645,/academic_book_no/2_colour.jpeg,"(119,126)","[(119,126)]"
16646,/shooters_oc/3_colour.jpeg,"(151,143)","[(151,143)]"
16647,/mugs_oc2/2_colour.jpeg,"(155,120)","[(155,120)]"
16648,/footwear_oc/1_colour.jpeg,"(165,119)","[(165,119)]"
16649,/vr_no/1_colour.jpeg,"(176,131)","[(176,131)]"
16650,/food_no/3_colour.jpeg,"(266,114)","[(266,114)]"
16651,/food_oc/1_colour.jpeg,"(229,73)","[(229,73)]"
16652,/head_gear_oc/1_colour.jpeg,"(168,119)","[(168,119)]"
16653,/mugs_no/4_colour.jpeg,"(108,112)","[(108,112)]"
16654,/food_no/2_colour.jpeg,"(245,119)","[(245,119)]"
16655,/vr_no/2_colour.jpeg,"(160,119)","[(160,119)]"
16656,/statues_no/5_colour.jpeg,"(82,114)","[(82,114)]"
16657,/mugs_no/5_colour.jpeg,"(176,118)","[(176,118)]"
16658,/head_gear_oc/3_colour.jpeg,"(239,134)","[(239,134)]"
16659,/reading_oc/2_colour.jpeg,"(145,121)","[(145,121)]"
16660,/lp_book_oc/1_colour.jpeg,"(165,101)","[(165,101)]"
16661,/lp_book_oc/3_colour.jpeg,"(161,85)","[(161,85)]"
16662,/reading_no/2_colour.jpeg,"(248,118)","[(248,118)]"
16663,/tech_no/4_colour.jpeg,"(184,140)","[(184,140)]"
16664,/mugs_oc/3_colour.jpeg,"(143,100)","[(143,100)]"
16665,/shooters_no/3_colour.jpeg,"(166,133)","[(166,133)]"
16666,/tech_oc/3_colour.jpeg,"(192,151)","[(192,151)]"
16667,/food_oc/2_colour.jpeg,"(78,138)","[(78,138)]"
16668,/wash_no/1_colour.jpeg,"(243,81)","[(243,81)]"
16669,/academic_book_oc/2_colour.jpeg,"(127,116)","[(127,116)]"
16670,/souvenirs_oc/2_colour.jpeg,"(164,113)","[(164,113)]"
16671,/mugs_oc2/2_colour.jpeg,"(160,107)","[(160,107)]"
16672,/mugs_no/3_colour.jpeg,"(166,135)","[(166,135)]"
16673,/head_gear_no/3_colour.jpeg,"(161,124)","[(161,124)]"
16674,/wash_no/2_colour.jpeg,"(150,126)","[(150,126)]"
16675,/souvenirs_no/1_colour.jpeg,"(128,99)","[(128,99)]"
16676,/mugs_no/2_colour.jpeg,"(163,121)","[(163,121)]"
16677,/reading_oc/1_colour.jpeg,"(171,113)","[(171,113)]"
16678,/vr_no/3_colour.jpeg,"(238,133)","[(238,133)]"
16679,/academic_book_oc/3_colour.jpeg,"(186,103)","[(186,103)]"
16680,/shooters_no/1_colour.jpeg,"(159,137)","[(159,137)]"
16681,/statues_no/2_colour.jpeg,"(157,98)","[(157,98)]"
16682,/food_no/1_colour.jpeg,"(164,129)","[(164,129)]"
16683,/souvenirs_oc/1_colour.jpeg,"(177,117)","[(177,117)]"
16684,/statues_no/1_colour.jpeg,"(178,132)","[(178,132)]"
16685,/vr_oc/1_colour.jpeg,"(166,110)","[(166,110)]"
16686,/food_oc/3_colour.jpeg,"(212,121)","[(212,121)]"
16687,/statues_oc/1_colour.jpeg,"(164,100)","[(164,100)]"
16688,/footwear_no/1_colour.jpeg,"(150,141)","[(150,141)]"
16689,/souvenirs_no/3_colour.jpeg,"(169,106)","[(169,106)]"
16690,/head_gear_no/4_colour.jpeg,"(176,118)","[(176,118)]"
16691,/tech_oc/2_colour.jpeg,"(199,122)","[(199,122)]"
16692,/head_gear_no/2_colour.jpeg,"(166,123)","[(166,123)]"
16693,/reading_no/1_colour.jpeg,"(183,134)","[(183,134)]"
16694,/food_no/4_colour.jpeg,"(148,136)","[(148,136)]"
16695,/tech_no/3_colour.jpeg,"(183,134)","[(183,134)]"
16696,/statues_no/4_colour.jpeg,"(163,109)","[(163,109)]"
16697,/mugs_oc2/1_colour.jpeg,"(165,104)","[(165,104)]"
16698,/shooters_oc/2_colour.jpeg,"(176,147)","[(176,147)]"
16699,/wash_oc/1_colour.jpeg,"(167,135)","[(115,168), (116,167), (117,167), (117,166), (118,166), (119,166), (119,165), (121,165), (122,163), (123,163), (123,162), (124,162), (127,161), (129,161), (130,161), (134,159), (138,157), (144,155), (150,153), (152,153), (156,150), (157,149), (158,149), (160,148), (160,147), (160,145), (161,143), (163,141), (163,140), (164,139), (166,137), (167,135)]"
16700,/mugs_oc2/3_colour.jpeg,"(183,118)","[(139,167), (143,164), (146,161), (153,156), (156,154), (157,153), (160,151), (161,150), (161,149), (164,147), (165,147), (166,146), (167,146), (168,145), (169,145), (170,145), (171,148), (175,154), (175,155), (176,158), (179,160), (179,162), (180,164), (181,166), (181,168), (193,167), (198,166), (201,164), (204,162), (204,160), (208,158), (211,157), (213,155), (214,155), (214,154), (214,153), (214,152), (214,151), (214,150), (214,149), (213,147), (213,143), (213,142), (212,139), (211,138), (211,137), (210,134), (210,132), (208,130), (208,129), (207,128), (207,127), (204,124), (203,123), (201,121), (200,119), (199,119), (198,119), (197,119), (195,118), (194,118), (193,118), (192,118), (189,118), (188,118), (187,118), (186,118), (184,118), (183,118)]"
16701,/head_gear_oc/2_colour.jpeg,"(126,137)","[(143,159), (143,155), (143,151), (143,149), (143,147), (143,141), (143,137), (143,133), (143,128), (143,126), (144,123), (144,120), (144,119), (144,117), (144,115), (144,114), (144,113), (144,112), (145,111), (148,109), (150,108), (154,106), (163,104), (170,102), (177,101), (183,100), (187,99), (192,98), (196,98), (199,97), (201,96), (203,96), (206,95), (208,94), (211,93), (214,92), (217,92), (223,88), (228,85), (232,85), (235,83), (236,82), (239,81), (242,79), (243,78), (244,77), (246,76), (247,75), (245,75), (243,75), (242,75), (239,76), (238,77), (236,77), (235,78), (234,78), (233,79), (232,80), (230,80), (229,80), (228,81), (227,82), (226,83), (225,83), (224,83), (223,85), (221,85), (219,86), (213,89), (211,89), (206,90), (199,93), (192,95), (187,98), (182,101), (177,102), (175,104), (173,104), (171,105), (169,105), (167,107), (164,110), (158,116), (148,126), (137,131), (130,135), (126,137)]"
